title,summary,release_date,genre,director,duration,imdb_id,country,sitelinks,wikipedia_link,year
The Strangers: Chapter 1,,2024-05-15T00:00:00Z,slasher film,Renny Harlin,91,tt22050754,,18,https://en.wikipedia.org/wiki/The_Strangers%3A_Chapter_1,2024
The Old Oak,,2024-04-05T00:00:00Z,drama film,Ken Loach,113,tt19883634,,18,https://en.wikipedia.org/wiki/The_Old_Oak,2024
Lift,,2024-01-12T00:00:00Z,"heist film, crime comedy film, action comedy film",F. Gary Gray,104,tt14371878,,18,https://en.wikipedia.org/wiki/Lift,2024
How to Have Sex,,2024-04-04T00:00:00Z,drama film,Molly Manning Walker,91,tt22890246,,18,https://en.wikipedia.org/wiki/How_to_Have_Sex,2024
A Different Man,,2024-01-21T00:00:00Z,psychological thriller film,Aaron Schimberg,112,tt21097228,,18,https://en.wikipedia.org/wiki/A_Different_Man,2024
Imaginary,,2024-03-06T00:00:00Z,"horror film, thriller film, supernatural horror film",Jeff Wadlow,104,tt26658104,,18,https://en.wikipedia.org/wiki/Imaginary,2024
Rebel Moon — Part Two: The Scargiver,,2024-04-19T00:00:00Z,"drama film, fantasy film, action film, adventure film, science fiction film",Zack Snyder,122,tt23137904,,18,https://en.wikipedia.org/wiki/Rebel_Moon_%E2%80%94_Part_Two%3A_The_Scargiver,2024
Bird,,2024-05-16T00:00:00Z,drama film,Andrea Arnold,119,tt28277817,,18,https://en.wikipedia.org/wiki/Bird,2024
Kneecap,,2024-01-18T00:00:00Z,"drama film, comedy film, docudrama, comedy drama",Rich Peppiatt,105,tt27367464,,18,https://en.wikipedia.org/wiki/Kneecap,2024
Dreams,,2024-10-04T00:00:00Z,drama film,Dag Johan Haugerud,,tt30810787,,18,https://en.wikipedia.org/wiki/Dreams,2024
Memoir of a Snail,,2024-10-17T00:00:00Z,"drama film, adult animation",Adam Elliot,94,tt23770030,,18,https://en.wikipedia.org/wiki/Memoir_of_a_Snail,2024
The Colors Within,,2024-08-30T00:00:00Z,"musical film, drama anime",Naoko Yamada,96,tt23951384,,17,https://en.wikipedia.org/wiki/The_Colors_Within,2024
The Master and Margarita,,2024-01-25T00:00:00Z,"drama film, fantasy film, dieselpunk, Satanic film",Michael Lockshin,157,tt14536120,,17,https://en.wikipedia.org/wiki/The_Master_and_Margarita,2024
Rebel Ridge,,2024-09-06T00:00:00Z,"action film, thriller film",Jeremy Saulnier,131,tt11301886,,17,https://en.wikipedia.org/wiki/Rebel_Ridge,2024
White Bird: A Wonder Story,,2024-01-04T00:00:00Z,"drama film, war film, film based on book, coming-of-age film",Marc Forster,120,tt11068094,,17,https://en.wikipedia.org/wiki/White_Bird%3A_A_Wonder_Story,2024
Reagan,,2024-08-30T00:00:00Z,"drama film, biographical film, political film, historical film",Sean McNamara,135,tt1723808,,17,https://en.wikipedia.org/wiki/Reagan,2024
Better Man,,2024-08-30T00:00:00Z,"biographical film, musical film, comedy drama",Michael Gracey,135,tt14260836,,17,https://en.wikipedia.org/wiki/Better_Man,2024
Mothers’ Instinct,,2024-05-30T00:00:00Z,psychological thriller film,Benoît Delhomme,94,tt13397574,,17,https://en.wikipedia.org/wiki/Mothers%E2%80%99_Instinct,2024
The Palace,,2024-05-15T00:00:00Z,comedy drama,Roman Polanski,100,tt14549270,,17,https://en.wikipedia.org/wiki/The_Palace,2024
Firebrand,,2024-03-27T00:00:00Z,"drama film, historical film",Karim Aïnouz,120,tt15000156,,17,https://en.wikipedia.org/wiki/Firebrand,2024
Emmanuelle,,2024-09-20T00:00:00Z,erotic film,Audrey Diwan,,tt20247888,,17,https://en.wikipedia.org/wiki/Emmanuelle,2024
Woman of the Hour,,2024-10-18T00:00:00Z,"drama film, crime film, thriller film",Anna Kendrick,94,tt7737800,,17,https://en.wikipedia.org/wiki/Woman_of_the_Hour,2024
Drive-Away Dolls,,2024-02-22T00:00:00Z,"comedy film, road movie",Ethan Coen,84,tt19356262,,17,https://en.wikipedia.org/wiki/Drive-Away_Dolls,2024
Arcadian,,2024-03-11T00:00:00Z,"action film, horror film, thriller film",Ben Brewer,92,tt22939186,,17,https://en.wikipedia.org/wiki/Arcadian,2024
The Bricklayer,,2024-01-05T00:00:00Z,"action film, thriller film",Renny Harlin,110,tt2016303,,17,https://en.wikipedia.org/wiki/The_Bricklayer,2024
"Oh, Canada",,2024-05-17T00:00:00Z,drama film,Paul Schrader,91,tt29994753,,17,https://en.wikipedia.org/wiki/Oh%2C_Canada,2024
Joachim and the Apocalypse,,2024-01-01T00:00:00Z,"fantasy film, action film, adventure film, biographical film",Jordan River,85,tt14824880,,17,https://en.wikipedia.org/wiki/Joachim_and_the_Apocalypse,2024
Reflection,,2024-05-16T00:00:00Z,"drama film, war film",Valentyn Vasyanovych,125,tt14225832,,16,https://en.wikipedia.org/wiki/Reflection,2024
Caddo Lake,,2024-10-10T00:00:00Z,"science fiction film, thriller film","Celine Held, Logan George",99,tt15552142,,16,https://en.wikipedia.org/wiki/Caddo_Lake,2024
Boy Kills World,,2024-04-25T00:00:00Z,"dystopia, action film, science fiction film",Moritz Mohr,,tt13923084,,16,https://en.wikipedia.org/wiki/Boy_Kills_World,2024
Uglies,,2024-09-13T00:00:00Z,"science fiction film, dystopian film",McG,100,tt13186604,,16,https://en.wikipedia.org/wiki/Uglies,2024
The Beast,,2024-02-07T00:00:00Z,"drama film, science fiction film, romance film, dystopian film",Bertrand Bonello,145,tt14407336,,16,https://en.wikipedia.org/wiki/The_Beast,2024
Turtles All the Way Down,,2024-05-02T00:00:00Z,"drama film, romance film",Hannah Marks,,tt7737224,,16,https://en.wikipedia.org/wiki/Turtles_All_the_Way_Down,2024
Irish Wish,,2024-03-15T00:00:00Z,"fantasy film, comedy film, romance film",Janeen Damian,93,tt21957774,,16,https://en.wikipedia.org/wiki/Irish_Wish,2024
Nightbitch,,2024-09-07T00:00:00Z,"comedy film, horror film",Marielle Heller,98,tt12810074,,16,https://en.wikipedia.org/wiki/Nightbitch,2024
Wicked Little Letters,,2024-02-23T00:00:00Z,comedy film,Thea Sharrock,102,tt20234774,,16,https://en.wikipedia.org/wiki/Wicked_Little_Letters,2024
Blitz,,2024-10-09T00:00:00Z,historical drama film,Steve McQueen,114,tt15939198,,16,https://en.wikipedia.org/wiki/Blitz,2024
Coup de chance,,2024-04-11T00:00:00Z,"comedy drama, romance film, thriller film, comedy thriller",Woody Allen,96,tt15140278,,16,https://en.wikipedia.org/wiki/Coup_de_chance,2024
Exhuma,,2024-02-16T00:00:00Z,"horror film, mystery film, thriller film",Jang Jae-hyun,134,tt27802490,,16,https://en.wikipedia.org/wiki/Exhuma,2024
The Dead Don't Hurt,,2024-06-14T00:00:00Z,"Western film, romantic drama film",Q171363,129,tt22773644,,16,https://en.wikipedia.org/wiki/The_Dead_Don%27t_Hurt,2024
Sleeping Dogs,,2024-03-22T00:00:00Z,"crime film, mystery film, thriller film",Adam Cooper,110,tt8542964,,16,https://en.wikipedia.org/wiki/Sleeping_Dogs,2024
The Shrouds,,2024-05-20T00:00:00Z,"drama film, horror film, science fiction film, thriller film",David Cronenberg,120,tt20212786,,16,https://en.wikipedia.org/wiki/The_Shrouds,2024
The Instigators,,2024-08-02T00:00:00Z,"drama film, comedy film, action film, heist film, buddy film, crime film, thriller film",Doug Liman,101,tt24169886,,16,https://en.wikipedia.org/wiki/The_Instigators,2024
Ricky Stanicky,,2024-03-07T00:00:00Z,comedy film,Peter Farrelly,108,tt1660648,,16,https://en.wikipedia.org/wiki/Ricky_Stanicky,2024
Hard Truths,,2024-09-06T00:00:00Z,drama film,Mike Leigh,97,tt11891850,,16,https://en.wikipedia.org/wiki/Hard_Truths,2024
Grand Tour,,2024-05-22T00:00:00Z,"drama film, romance film, historical film",Miguel Gomes,129,tt27180099,,16,https://en.wikipedia.org/wiki/Grand_Tour,2024
Armand,,2024-01-01T00:00:00Z,drama film,Halfdan Ullman Tøndel,117,tt26745321,,16,https://en.wikipedia.org/wiki/Armand,2024
Kill the Jockey,,2024-08-01T00:00:00Z,drama film,Luis Ortega,96,tt28231777,,16,https://en.wikipedia.org/wiki/Kill_the_Jockey,2024
Cobweb,,2024-05-02T00:00:00Z,"horror film, thriller film",Samuel Bodin,88,tt9100018,,15,https://en.wikipedia.org/wiki/Cobweb,2024
Rust,,2024-11-20T00:00:00Z,Western film,Joel Souza,,tt11001074,,15,https://en.wikipedia.org/wiki/Rust,2024
The Union,,2024-08-16T00:00:00Z,"action film, thriller film",Julian Farino,,tt12610390,,15,https://en.wikipedia.org/wiki/The_Union,2024
Young Woman and the Sea,,2024-05-31T00:00:00Z,"drama film, biographical film",Joachim Rønning,129,tt5177114,,15,https://en.wikipedia.org/wiki/Young_Woman_and_the_Sea,2024
Ezra,,2024-05-31T00:00:00Z,comedy drama,Tony Goldwyn,100,tt20315818,,15,https://en.wikipedia.org/wiki/Ezra,2024
The End,,2024-08-31T00:00:00Z,"musical film, post-apocalyptic film",Joshua Oppenheimer,,tt15551346,,15,https://en.wikipedia.org/wiki/The_End,2024
Afire,,2024-02-22T00:00:00Z,drama film,Christian Petzold,102,tt26440619,,15,https://en.wikipedia.org/wiki/Afire,2024
My Spy: The Eternal City,,2024-07-18T00:00:00Z,"comedy film, spy film, action comedy film",Peter Segal,112,tt12930350,,15,https://en.wikipedia.org/wiki/My_Spy%3A_The_Eternal_City,2024
Beating Hearts,,2024-05-23T00:00:00Z,romantic drama film,Gilles Lellouche,166,tt27490099,,15,https://en.wikipedia.org/wiki/Beating_Hearts,2024
The Killer's Game,,2024-09-13T00:00:00Z,"comedy film, action film",J. J. Perry,104,tt0327785,,15,https://en.wikipedia.org/wiki/The_Killer%27s_Game,2024
The Monk and the Gun,,2024-02-09T00:00:00Z,"drama film, comedy film",Pawo Choyning Dorji,107,tt15560314,,15,https://en.wikipedia.org/wiki/The_Monk_and_the_Gun,2024
The Tearsmith,,2024-04-04T00:00:00Z,"fantasy film, romance film, teen film, film based on a novel, romantic drama film",Alessandro Genovesi,105,tt29114029,,15,https://en.wikipedia.org/wiki/The_Tearsmith,2024
Young Hearts,,2024-12-18T00:00:00Z,"drama film, coming-of-age fiction",Anthony Schatteman,97,tt15245268,,15,https://en.wikipedia.org/wiki/Young_Hearts,2024
The Platform 2,,2024-01-01T00:00:00Z,"horror film, science fiction film",Galder Gaztelu-Urrutia,99,tt27729779,,15,https://en.wikipedia.org/wiki/The_Platform_2,2024
Horizon: An American Saga – Chapter 1,,2024-05-19T00:00:00Z,"Western film, epic film",Kevin Costner,181,tt17505010,,15,https://en.wikipedia.org/wiki/Horizon%3A_An_American_Saga_%E2%80%93_Chapter_1,2024
Touch,,2024-07-12T00:00:00Z,"drama film, romance film",Baltasar Kormákur,121,tt23468836,,15,https://en.wikipedia.org/wiki/Touch,2024
Mother of the Bride,,2024-05-09T00:00:00Z,romantic comedy,Mark Waters,90,tt26926267,,15,https://en.wikipedia.org/wiki/Mother_of_the_Bride,2024
Caught by the Tides,,2024-05-18T00:00:00Z,drama film,Jia Zhangke,111,tt27958252,,15,https://en.wikipedia.org/wiki/Caught_by_the_Tides,2024
Laapataa Ladies,,2024-03-01T00:00:00Z,comedy drama,Kiran Rao,124,tt21626284,,15,https://en.wikipedia.org/wiki/Laapataa_Ladies,2024
Trigger Warning,,2024-06-21T00:00:00Z,"action film, thriller film",Mouly Surya,106,tt5834874,,15,https://en.wikipedia.org/wiki/Trigger_Warning,2024
Your Fault,,2024-12-27T00:00:00Z,"drama film, romance film, teen film",Domingo González,,tt28510079,,15,https://en.wikipedia.org/wiki/Your_Fault,2024
Spermageddon,,2024-06-10T00:00:00Z,"comedy film, musical film, adult animation","Tommy Wirkola, Rasmus A. Sivertsen",80,tt14828040,,15,https://en.wikipedia.org/wiki/Spermageddon,2024
The Peasants,,2024-02-28T00:00:00Z,drama film,"Dorota Kobiela, Hugh Welchman",114,tt10651230,,15,https://en.wikipedia.org/wiki/The_Peasants,2024
Spy x Family Code: White,,2024-01-19T00:00:00Z,"gag anime, action anime, thriller anime",Kazuhiro Furuhashi,110,tt26684398,,14,https://en.wikipedia.org/wiki/Spy_x_Family_Code%3A_White,2024
Waves,,2024-07-01T00:00:00Z,"drama film, thriller film",Jiří Mádl,131,tt27587485,,14,https://en.wikipedia.org/wiki/Waves,2024
Ordinary Angels,,2024-02-23T00:00:00Z,drama film,Jon Gunn,117,tt4996328,,14,https://en.wikipedia.org/wiki/Ordinary_Angels,2024
Unfrosted,,2024-05-03T00:00:00Z,comedy film,Jerry Seinfeld,93,tt14914430,,14,https://en.wikipedia.org/wiki/Unfrosted,2024
That Christmas,,2024-12-04T00:00:00Z,"fantasy film, comedy film, family film, Christmas film",Simon Otto,92,tt14855468,,14,https://en.wikipedia.org/wiki/That_Christmas,2024
Lisa Frankenstein,,2024-02-08T00:00:00Z,"comedy horror, romantic comedy, speculative fiction film",Zelda Williams,101,tt21188080,,14,https://en.wikipedia.org/wiki/Lisa_Frankenstein,2024
Fighter,,2024-01-25T00:00:00Z,,Siddharth Anand,,tt13818368,,14,https://en.wikipedia.org/wiki/Fighter,2024
Afraid,,2024-08-29T00:00:00Z,horror film,Chris Weitz,,tt24577462,,14,https://en.wikipedia.org/wiki/Afraid,2024
Descendants: The Rise of Red,,2024-07-12T00:00:00Z,"fantasy film, action film, adventure film, musical film, teen film, family film",Jennifer Phang,,tt20202136,,14,https://en.wikipedia.org/wiki/Descendants%3A_The_Rise_of_Red,2024
Club Zero,,2024-01-11T00:00:00Z,"drama film, thriller film, black comedy film",Jessica Hausner,110,tt18235146,,14,https://en.wikipedia.org/wiki/Club_Zero,2024
On Swift Horses,,2024-09-07T00:00:00Z,"drama film, romance film",Daniel Minahan,119,tt15042300,,14,https://en.wikipedia.org/wiki/On_Swift_Horses,2024
Breathe,,2024-04-26T00:00:00Z,"action film, science fiction film, thriller film",Stefon Bristol,93,tt11540468,,14,https://en.wikipedia.org/wiki/Breathe,2024
Jackpot!,,2024-08-15T00:00:00Z,"comedy film, action film, action comedy film",Paul Feig,106,tt26940324,,14,https://en.wikipedia.org/wiki/Jackpot%21,2024
Upgraded,,2024-02-09T00:00:00Z,"comedy film, romance film",Carlson Young,104,tt21830902,,14,https://en.wikipedia.org/wiki/Upgraded,2024
Origin,,2024-04-18T00:00:00Z,drama film,Ava DuVernay,135,tt13321244,,14,https://en.wikipedia.org/wiki/Origin,2024
Canary Black,,2024-10-24T00:00:00Z,"action film, spy film, thriller film",Pierre Morel,101,tt20048582,,14,https://en.wikipedia.org/wiki/Canary_Black,2024
Hellboy: The Crooked Man,,2024-10-08T00:00:00Z,superhero film,Brian Taylor,99,tt26757462,,14,https://en.wikipedia.org/wiki/Hellboy%3A_The_Crooked_Man,2024
Don't Move,,2024-10-25T00:00:00Z,"horror film, thriller film","Brian Netto, Adam Schindler",92,tt24807110,,14,https://en.wikipedia.org/wiki/Don%27t_Move,2024
Cabrini,,2024-03-07T00:00:00Z,"drama film, biographical film, historical film",Alejandro Monteverde,142,tt14351082,,14,https://en.wikipedia.org/wiki/Cabrini,2024
Badland Hunters,,2024-01-26T00:00:00Z,"action film, post-apocalyptic film, dystopian film",Heo Myeong-haeng,,tt29722855,,14,https://en.wikipedia.org/wiki/Badland_Hunters,2024
Thelma,,2024-01-18T00:00:00Z,"comedy film, action film",Josh Margolin,97,tt23778968,,14,https://en.wikipedia.org/wiki/Thelma,2024
Porcelain War,,2024-01-01T00:00:00Z,documentary film,"Brendan Bellomo, Slava Leontyev",,tt30294282,,14,https://en.wikipedia.org/wiki/Porcelain_War,2024
My Favourite Cake,,2024-01-01T00:00:00Z,romantic drama film,"Maryam Moqadam, Behtash Sanaeeha",97,tt31015278,,14,https://en.wikipedia.org/wiki/My_Favourite_Cake,2024
Our Little Secret,,2024-11-27T00:00:00Z,"Christmas film, romantic comedy film",Stephen Herek,101,tt31022050,,14,https://en.wikipedia.org/wiki/Our_Little_Secret,2024
Three Kilometres to the End of the World,,2024-05-17T00:00:00Z,drama film,Emanuel Pârvu,105,tt32186523,,14,https://en.wikipedia.org/wiki/Three_Kilometres_to_the_End_of_the_World,2024
The Day the Earth Blew Up: A Looney Tunes Movie,,2024-06-11T00:00:00Z,"comedy film, adventure film, science fiction film, family film",Peter Browngardt,91,tt15352542,,14,https://en.wikipedia.org/wiki/The_Day_the_Earth_Blew_Up%3A_A_Looney_Tunes_Movie,2024
Limonov: The Ballad,,2024-05-19T00:00:00Z,"drama film, biographical film, historical film",Kirill Serebrennikov,138,tt2963262,,14,https://en.wikipedia.org/wiki/Limonov%3A_The_Ballad,2024
Spellbound,,2024-11-22T00:00:00Z,"fantasy film, musical film",Vicky Jenson,109,tt7215232,,14,https://en.wikipedia.org/wiki/Spellbound,2024
Maboroshi,,2024-01-15T00:00:00Z,"romance anime, fantasy anime, drama anime",Mari Okada,111,tt14935892,,13,https://en.wikipedia.org/wiki/Maboroshi,2024
Detective Conan: The Million-dollar Pentagram,,2024-04-12T00:00:00Z,"action film, crime film, mystery film",Chika Nagaoka,,tt31474158,,13,https://en.wikipedia.org/wiki/Detective_Conan%3A_The_Million-dollar_Pentagram,2024
Intoxicated by Love,,2024-04-24T00:00:00Z,"drama film, romance film, historical film",Hassan Fathi,105,tt11281220,,13,https://en.wikipedia.org/wiki/Intoxicated_by_Love,2024
Wonderland,,2024-06-05T00:00:00Z,"drama film, science fiction film",Kim Tae-yong,113,tt31254554,,13,https://en.wikipedia.org/wiki/Wonderland,2024
Long Distance,,2024-07-12T00:00:00Z,"comedy film, adventure film, science fiction film, comedy drama, survival film","Will Speck, Josh Gordon",,tt9883398,,13,https://en.wikipedia.org/wiki/Long_Distance,2024
The Empire,,2024-02-18T00:00:00Z,science fiction film,Bruno Dumont,111,tt17375596,,13,https://en.wikipedia.org/wiki/The_Empire,2024
Twilight of the Warriors: Walled In,,2024-05-01T00:00:00Z,"action film, crime film, neo-noir, thriller film",Soi Cheang,126,tt20316748,,13,https://en.wikipedia.org/wiki/Twilight_of_the_Warriors%3A_Walled_In,2024
Arthur the King,,2024-02-22T00:00:00Z,"drama film, adventure film, film based on book",Simon Cellan Jones,107,tt10720352,,13,https://en.wikipedia.org/wiki/Arthur_the_King,2024
Kidnapped,,2024-01-25T00:00:00Z,"drama film, historical film",Marco Bellocchio,125,tt14137416,,13,https://en.wikipedia.org/wiki/Kidnapped,2024
Freud's Last Session,,2024-12-19T00:00:00Z,drama film,Matt Brown,108,tt20420628,,13,https://en.wikipedia.org/wiki/Freud%27s_Last_Session,2024
My Name Is Loh Kiwan,,2024-03-01T00:00:00Z,"drama film, romance film",Kim Hee Jin,133,tt26672512,,13,https://en.wikipedia.org/wiki/My_Name_Is_Loh_Kiwan,2024
Y2K,,2024-03-09T00:00:00Z,comedy horror,Kyle Mooney,93,tt27218960,,13,https://en.wikipedia.org/wiki/Y2K,2024
Dunki,,2024-01-01T00:00:00Z,comedy drama,Rajkumar Hirani,161,tt15428134,,13,https://en.wikipedia.org/wiki/Dunki,2024
The Outrun,,2024-01-01T00:00:00Z,drama film,Nora Fingscheidt,118,tt11687002,,13,https://en.wikipedia.org/wiki/The_Outrun,2024
The Last Stop in Yuma County,,2024-05-10T00:00:00Z,"thriller film, contemporary Western film",Francis Galluppi,90,tt11674730,,13,https://en.wikipedia.org/wiki/The_Last_Stop_in_Yuma_County,2024
The Surfer,,2024-05-18T00:00:00Z,psychological thriller,Lorcan Finnegan,100,tt27813235,,13,https://en.wikipedia.org/wiki/The_Surfer,2024
Under Paris,,2024-06-05T00:00:00Z,"action film, horror film, thriller film",Xavier Gens,101,tt13964390,,13,https://en.wikipedia.org/wiki/Under_Paris,2024
The Devil's Bath,,2024-03-08T00:00:00Z,"drama film, horror film, thriller film, historical film","Severin Fiala, Veronika Franz",121,tt29141112,,13,https://en.wikipedia.org/wiki/The_Devil%27s_Bath,2024
Beautiful Wedding,,2024-01-24T00:00:00Z,"drama film, romantic comedy film",Roger Kumble,100,tt26546123,,13,https://en.wikipedia.org/wiki/Beautiful_Wedding,2024
Cloud,,2024-09-27T00:00:00Z,,Kiyoshi Kurosawa,,tt32828123,,13,https://en.wikipedia.org/wiki/Cloud,2024
The Marching Band,,2024-05-19T00:00:00Z,comedy drama,Emmanuel Courcol,103,tt30327451,,13,https://en.wikipedia.org/wiki/The_Marching_Band,2024
Mary,,2024-12-06T00:00:00Z,"epic film, religious film",D.J. Caruso,,tt32084246,,13,https://en.wikipedia.org/wiki/Mary,2024
The Most Precious of Cargoes,,2024-05-24T00:00:00Z,"drama film, animated film",Michel Hazanavicius,81,tt10462154,,13,https://en.wikipedia.org/wiki/The_Most_Precious_of_Cargoes,2024
The Casagrandes Movie,,2024-03-22T00:00:00Z,"fantasy film, comedy film, adventure film, teen film",Miguel Puga,89,tt31123288,,13,https://en.wikipedia.org/wiki/The_Casagrandes_Movie,2024
The Imaginary,,2024-07-05T00:00:00Z,fantasy anime and manga,Yoshiyuki Momose,105,tt16369708,,13,https://en.wikipedia.org/wiki/The_Imaginary,2024
My Oni Girl,,2024-05-24T00:00:00Z,"family film, adventure anime, fantasy anime, drama anime","Tomotaka Shibayama, Francesca Calo",112,tt31788773,,12,https://en.wikipedia.org/wiki/My_Oni_Girl,2024
Benediction,,2024-03-06T00:00:00Z,"drama film, biographical film, historical film",Terence Davies,137,tt6852178,,12,https://en.wikipedia.org/wiki/Benediction,2024
Hanu Man,,2024-01-12T00:00:00Z,superhero film,Prasanth Varma,158,tt15433956,,12,https://en.wikipedia.org/wiki/Hanu_Man,2024
In the Land of Saints and Sinners,,2024-02-08T00:00:00Z,"action film, thriller film",Robert Lorenz,106,tt15782690,,12,https://en.wikipedia.org/wiki/In_the_Land_of_Saints_and_Sinners,2024
Asphalt City,,2024-03-29T00:00:00Z,"drama film, thriller film, film based on a novel",Jean-Stéphane Sauvaire,125,tt9663896,,12,https://en.wikipedia.org/wiki/Asphalt_City,2024
The Deliverance,,2024-08-16T00:00:00Z,,Lee Daniels,,tt4196566,,12,https://en.wikipedia.org/wiki/The_Deliverance,2024
The Roundup: Punishment,,2024-02-23T00:00:00Z,"action film, crime film",Heo Myeong-haeng,109,tt27811040,,12,https://en.wikipedia.org/wiki/The_Roundup%3A_Punishment,2024
Subservience,,2024-09-13T00:00:00Z,"science fiction film, thriller film",S.K. Dale,,tt24871974,,12,https://en.wikipedia.org/wiki/Subservience,2024
Elevation,,2024-11-07T00:00:00Z,"action film, post-apocalyptic film, thriller film",George Nolfi,90,tt23558280,,12,https://en.wikipedia.org/wiki/Elevation,2024
The Kill Room,,2024-03-21T00:00:00Z,"comedy film, crime film, thriller film",Nicol Paone,98,tt11908172,,12,https://en.wikipedia.org/wiki/The_Kill_Room,2024
Do Not Expect Too Much from the End of the World,,2024-11-21T00:00:00Z,comedy film,Radu Jude,163,tt18162096,,12,https://en.wikipedia.org/wiki/Do_Not_Expect_Too_Much_from_the_End_of_the_World,2024
Your Monster,,2024-01-18T00:00:00Z,"comedy film, horror film, romance film",Caroline Lindy,98,tt22741760,,12,https://en.wikipedia.org/wiki/Your_Monster,2024
Knox Goes Away,,2024-03-15T00:00:00Z,"neo-noir, thriller film",Michael Keaton,,tt20115766,,12,https://en.wikipedia.org/wiki/Knox_Goes_Away,2024
His Three Daughters,,2024-09-06T00:00:00Z,drama film,Azazel Jacobs,101,tt28491891,,12,https://en.wikipedia.org/wiki/His_Three_Daughters,2024
When Evil Lurks,,2024-07-11T00:00:00Z,"horror film, psychological horror",Demián Rugna,99,tt16300962,,12,https://en.wikipedia.org/wiki/When_Evil_Lurks,2024
Dìdi,,2024-01-19T00:00:00Z,"drama film, comedy film",Sean Wang,91,tt30319503,,12,https://en.wikipedia.org/wiki/D%C3%ACdi,2024
Sex,,2024-02-17T00:00:00Z,drama film,Dag Johan Haugerud,,tt26270862,,12,https://en.wikipedia.org/wiki/Sex,2024
Black Tea,,2024-02-28T00:00:00Z,"drama film, romance film",Abderrahmane Sissako,109,tt21994228,,12,https://en.wikipedia.org/wiki/Black_Tea,2024
La cocina,,2024-02-16T00:00:00Z,drama film,Alonso Ruizpalacios,139,tt19864832,,12,https://en.wikipedia.org/wiki/La_cocina,2024
A Traveler’s Needs,,2024-02-19T00:00:00Z,drama film,Hong Sang-soo,,tt31015344,,12,https://en.wikipedia.org/wiki/A_Traveler%E2%80%99s_Needs,2024
When Fall Is Coming,,2024-10-02T00:00:00Z,comedy drama,François Ozon,102,tt29482291,,12,https://en.wikipedia.org/wiki/When_Fall_Is_Coming,2024
Family Pack,,2024-01-01T00:00:00Z,"fantasy film, comedy film, adventure film",François Uzan,94,tt29195603,,12,https://en.wikipedia.org/wiki/Family_Pack,2024
Souleymane's Story,,2024-10-09T00:00:00Z,drama film,Boris Lojkine,94,tt32086046,,12,https://en.wikipedia.org/wiki/Souleymane%27s_Story,2024
April,,2024-09-05T00:00:00Z,drama film,Dea Kulumbegashvili,134,tt31350080,,12,https://en.wikipedia.org/wiki/April,2024
Sting,,2024-04-06T00:00:00Z,"horror film, thriller film",Kiah Roache-Turner,,tt20112746,,12,https://en.wikipedia.org/wiki/Sting,2024
The Second Act,,2024-05-14T00:00:00Z,,Quentin Dupieux,80,tt30784256,,12,https://en.wikipedia.org/wiki/The_Second_Act,2024
Doraemon: Nobita's Earth Symphony,,2024-06-13T00:00:00Z,science fiction,Kazuaki Imai,,tt29402528,,11,https://en.wikipedia.org/wiki/Doraemon%3A_Nobita%27s_Earth_Symphony,2024
My Hero Academia: You're Next,,2024-08-02T00:00:00Z,"superhero film, action anime and manga",Tensai Okamura,110,tt32176689,,11,https://en.wikipedia.org/wiki/My_Hero_Academia%3A_You%27re_Next,2024
Battles Without Honor and Humanity,,2024-06-20T00:00:00Z,"drama film, action film, crime film, gangster film, film based on literature",Kinji Fukasaku,99,tt0070246,,11,https://en.wikipedia.org/wiki/Battles_Without_Honor_and_Humanity,2024
The Beautiful Game,,2024-03-29T00:00:00Z,"drama film, sport film, association football film",Thea Sharrock,,tt5113010,,11,https://en.wikipedia.org/wiki/The_Beautiful_Game,2024
Role Play,,2024-01-04T00:00:00Z,thriller film,Thomas Vincent,100,tt12964320,,11,https://en.wikipedia.org/wiki/Role_Play,2024
The Pod Generation,,2024-01-11T00:00:00Z,"drama film, comedy film, science fiction film, romantic comedy",Sophie Barthes,109,tt15768848,,11,https://en.wikipedia.org/wiki/The_Pod_Generation,2024
Scoop,,2024-04-05T00:00:00Z,"drama film, biographical film",Philip Martin,102,tt21279806,,11,https://en.wikipedia.org/wiki/Scoop,2024
The Nature of Love,,2024-01-04T00:00:00Z,"comedy drama, romantic comedy",Monia Chokri,110,tt22487338,,11,https://en.wikipedia.org/wiki/The_Nature_of_Love,2024
Relay,,2024-09-08T00:00:00Z,thriller film,David Mackenzie,112,tt11539996,,11,https://en.wikipedia.org/wiki/Relay,2024
Project Silence,,2024-07-12T00:00:00Z,"action film, disaster film",Kim Tae-gon,96,tt25808194,,11,https://en.wikipedia.org/wiki/Project_Silence,2024
The Thundermans Return,,2024-03-07T00:00:00Z,"drama film, fantasy film, comedy film, action film, science fiction film, crime film, teen film, family film, superhero film, thriller film, action comedy film",Trevor Kirschner,70,tt26943420,,11,https://en.wikipedia.org/wiki/The_Thundermans_Return,2024
Marguerite's Theorem,,2024-05-16T00:00:00Z,"drama film, comedy drama",Anna Novion,112,tt26699529,,11,https://en.wikipedia.org/wiki/Marguerite%27s_Theorem,2024
The Return,,2024-09-07T00:00:00Z,"drama film, historical film",Uberto Pasolini,,tt19861162,,11,https://en.wikipedia.org/wiki/The_Return,2024
Comandante,,2024-11-21T00:00:00Z,"drama film, war film, biographical film, historical film",Edoardo De Angelis,120,tt23573936,,11,https://en.wikipedia.org/wiki/Comandante,2024
